Feature,Duration,SHAP_value,Normalized_Importance,Sum_Normalized_Importance,Type
High Gain Antenna elevation,60,0.092585824,0.09258582048173884,1.0000000000000002,IBS_R
Radial Distance from Sun,70,0.15673323,0.15673323235099848,1.0,IBS_R
Electronic Box Temperature,70,0.32226032,0.3222603248339049,1.0,IBS_R
Out Board Sensor Temperature,70,0.121455096,0.12145509782182647,1.0,IBS_R
In Board Sensor Temperature,70,0.06616782,0.06616782099251732,1.0,IBS_R
Out Board Sensor minus In Board Sensor Temp.,70,0.05242835,0.052428350786425264,1.0,IBS_R
Heater Dutycycle,70,0.028751882,0.028751882431278235,1.0,IBS_R
Search Coil Magnetometer's Temperature,70,0.057676207,0.05767620786514312,1.0,IBS_R
Solar Array's Angle,70,0.04161757,0.04161757062426356,1.0,IBS_R
High Gain Antenna Azimuth,70,0.08706943,0.08706943130604147,1.0,IBS_R
High Gain Antenna elevation,70,0.06584008,0.06584008098760122,1.0,IBS_R
Radial Distance from Sun,80,0.12111108,0.1211110636500064,0.9999999999999999,IBS_R
Electronic Box Temperature,80,0.30805624,0.30805619841241316,0.9999999999999999,IBS_R
Out Board Sensor Temperature,80,0.10496352,0.10496350582992671,0.9999999999999999,IBS_R
In Board Sensor Temperature,80,0.0813785,0.08137848901390399,0.9999999999999999,IBS_R
Out Board Sensor minus In Board Sensor Temp.,80,0.0909588,0.09095878772056366,0.9999999999999999,IBS_R
Heater Dutycycle,80,0.032360777,0.03236077263129569,0.9999999999999999,IBS_R
Search Coil Magnetometer's Temperature,80,0.06364005,0.0636400414085944,0.9999999999999999,IBS_R
Solar Array's Angle,80,0.043427967,0.04342796113722524,0.9999999999999999,IBS_R
High Gain Antenna Azimuth,80,0.059086155,0.05908614702337015,0.9999999999999999,IBS_R
High Gain Antenna elevation,80,0.095017046,0.09501703317270051,0.9999999999999999,IBS_R
Radial Distance from Sun,90,0.10746469,0.10746469225675855,1.0,IBS_R
Electronic Box Temperature,90,0.28169054,0.28169054591550147,1.0,IBS_R
Out Board Sensor Temperature,90,0.08997911,0.08997911188956136,1.0,IBS_R
In Board Sensor Temperature,90,0.09558472,0.09558472200727916,1.0,IBS_R
Out Board Sensor minus In Board Sensor Temp.,90,0.11359662,0.11359662238552908,1.0,IBS_R
Heater Dutycycle,90,0.02613196,0.026131960548771174,1.0,IBS_R
Search Coil Magnetometer's Temperature,90,0.06405721,0.06405721134520144,1.0,IBS_R
Solar Array's Angle,90,0.051258024,0.05125802507641853,1.0,IBS_R
High Gain Antenna Azimuth,90,0.07689083,0.07689083161470746,1.0,IBS_R
High Gain Antenna elevation,90,0.093346275,0.09334627696027183,1.0,IBS_R
Radial Distance from Sun,100,0.119190946,0.11919093920611647,1.0,IBS_R
Electronic Box Temperature,100,0.27985555,0.27985553404823454,1.0,IBS_R
Out Board Sensor Temperature,100,0.07604095,0.07604094566566609,1.0,IBS_R
In Board Sensor Temperature,100,0.11251174,0.11251173358683118,1.0,IBS_R
Out Board Sensor minus In Board Sensor Temp.,100,0.083768435,0.08376843022519948,1.0,IBS_R
Heater Dutycycle,100,0.02408769,0.024087688627001745,1.0,IBS_R
Search Coil Magnetometer's Temperature,100,0.042204976,0.0422049735943165,1.0,IBS_R
Solar Array's Angle,100,0.07101215,0.07101214595230768,1.0,IBS_R
High Gain Antenna Azimuth,100,0.0856493,0.08564929511799017,1.0,IBS_R
High Gain Antenna elevation,100,0.10567832,0.1056783139763361,1.0,IBS_R
Radial Distance from Sun,110,0.067271434,0.06727143238548562,1.0,IBS_R
Electronic Box Temperature,110,0.2513313,0.25133129396804893,1.0,IBS_R
Out Board Sensor Temperature,110,0.06562709,0.06562708842494988,1.0,IBS_R
In Board Sensor Temperature,110,0.07493883,0.07493882820146812,1.0,IBS_R
Out Board Sensor minus In Board Sensor Temp.,110,0.15408622,0.1540862163019308,1.0,IBS_R
Heater Dutycycle,110,0.037143625,0.03714362410855302,1.0,IBS_R
Search Coil Magnetometer's Temperature,110,0.030517241,0.030517240267586235,1.0,IBS_R
Solar Array's Angle,110,0.11262179,0.1126217872970771,1.0,IBS_R
High Gain Antenna Azimuth,110,0.11075843,0.11075842734179775,1.0,IBS_R
High Gain Antenna elevation,110,0.095704064,0.09570406170310253,1.0,IBS_R
Radial Distance from Sun,120,0.05331514,0.05331513936021833,1.0000000000000002,IBS_R
Electronic Box Temperature,120,0.21145551,0.21145550746253394,1.0000000000000002,IBS_R
Out Board Sensor Temperature,120,0.046628155,0.04662815444046215,1.0000000000000002,IBS_R
In Board Sensor Temperature,120,0.07812693,0.07812692906247685,1.0000000000000002,IBS_R
Out Board Sensor minus In Board Sensor Temp.,120,0.18640515,0.18640514776313824,1.0000000000000002,IBS_R
Heater Dutycycle,120,0.049494464,0.04949446340606645,1.0000000000000002,IBS_R
Search Coil Magnetometer's Temperature,120,0.035142493,0.03514249257829009,1.0000000000000002,IBS_R
Solar Array's Angle,120,0.14114091,0.14114090830630913,1.0000000000000002,IBS_R
High Gain Antenna Azimuth,120,0.09931283,0.09931282880824607,1.0000000000000002,IBS_R
High Gain Antenna elevation,120,0.09897843,0.09897842881225888,1.0000000000000002,IBS_R
Radial Distance from Sun,130,0.100806005,0.100806005,1.0,IBS_R
Electronic Box Temperature,130,0.17533208,0.17533208,1.0,IBS_R
Out Board Sensor Temperature,130,0.05085952,0.05085952,1.0,IBS_R
In Board Sensor Temperature,130,0.058461476,0.058461476,1.0,IBS_R
Out Board Sensor minus In Board Sensor Temp.,130,0.14762817,0.14762817,1.0,IBS_R
Heater Dutycycle,130,0.028262436,0.028262436,1.0,IBS_R
Search Coil Magnetometer's Temperature,130,0.056674603,0.056674603,1.0,IBS_R
Solar Array's Angle,130,0.17878045,0.17878045,1.0,IBS_R
High Gain Antenna Azimuth,130,0.0877854,0.0877854,1.0,IBS_R
High Gain Antenna elevation,130,0.11540986,0.11540986,1.0,IBS_R
Radial Distance from Sun,140,0.096494906,0.09649490976330148,1.0,IBS_R
Electronic Box Temperature,140,0.11982646,0.11982646467323212,1.0,IBS_R
Out Board Sensor Temperature,140,0.03362388,0.03362388131133137,1.0,IBS_R
In Board Sensor Temperature,140,0.07025904,0.07025904274010267,1.0,IBS_R
Out Board Sensor minus In Board Sensor Temp.,140,0.20289859,0.20289859791304532,1.0,IBS_R
Heater Dutycycle,140,0.046128925,0.04612892679902815,1.0,IBS_R
Search Coil Magnetometer's Temperature,140,0.075603254,0.07560325694852701,1.0,IBS_R
Solar Array's Angle,140,0.13939266,0.13939266543631396,1.0,IBS_R
High Gain Antenna Azimuth,140,0.103203826,0.10320383002494937,1.0,IBS_R
High Gain Antenna elevation,140,0.11256842,0.11256842439016855,1.0,IBS_R
Radial Distance from Sun,150,0.06642898,0.06642898006642899,1.0000000000000002,IBS_R
Electronic Box Temperature,150,0.14385028,0.1438502801438503,1.0000000000000002,IBS_R
Out Board Sensor Temperature,150,0.048019987,0.04801998704801999,1.0000000000000002,IBS_R
In Board Sensor Temperature,150,0.06935063,0.06935063006935063,1.0000000000000002,IBS_R
Out Board Sensor minus In Board Sensor Temp.,150,0.11045876,0.11045876011045877,1.0000000000000002,IBS_R
Heater Dutycycle,150,0.06278021,0.06278021006278021,1.0000000000000002,IBS_R
Search Coil Magnetometer's Temperature,150,0.046989772,0.04698977204698977,1.0000000000000002,IBS_R
Solar Array's Angle,150,0.25149605,0.2514960502514961,1.0000000000000002,IBS_R
High Gain Antenna Azimuth,150,0.0862875,0.08628750008628751,1.0000000000000002,IBS_R
